1.212,0,2.384,5.556,9.322,12.153,13.836,6.25,13.836,11.111,8.28,6.597,3.766,0,0,2.083,0,0,0,0,0,0,0,0,1.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.042,1.531
0.863,0,0,2.695,6.418,9.113,11.111,5.177,16.667,13.806,11.111,9.113,6.418,2.695,0,1.726,0,0,0,0,0,0,0,0,0.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863,1.361
0.694,0,0,0,3.423,6.25,8.284,4.167,13.84,16.667,13.84,11.806,8.979,5.556,2.729,1.389,0,0,0,0,0,0,0,0,0.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694,0.99
0.516,0,0,0,0.516,3.214,5.556,3.095,11.111,13.809,16.667,14.325,11.627,8.254,5.556,3.73,0,0,0,0,0,0,0,0,0.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516,0.993
0.347,0,0,0,0.347,0.347,2.72,2.083,8.275,11.111,13.831,17.014,14.178,11.111,8.275,6.25,2.72,0,0,0,0,0,0,0,0.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347,0.695
0.338,0,0,0,0.169,0.169,0,1.014,5.556,8.261,11.111,13.985,16.836,13.816,11.111,8.599,5.556,2.367,0,0,0,0,0,0,0.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169,0.773
0.347,0,0,0,0,0,0,0,2.721,5.556,8.277,11.111,13.833,16.667,13.833,11.111,8.277,4.861,2.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.685
0.516,0,0,0,0,0,0,0,0,2.703,5.556,8.259,11.111,13.814,16.667,13.814,11.111,7.226,5.556,2.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965
0.694,0,0,0,0,0,0,0,0,0,2.723,5.556,8.278,11.111,13.834,16.667,13.834,9.722,8.278,5.556,2.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.026
0.864,0,0,0,0,0,0,0,0,0,0,2.711,5.556,8.267,11.111,13.822,16.667,12.094,11.111,8.267,5.556,2.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.264
1.211,0,0,0,0,0.17,0,0,0,0,0,0.17,2.715,5.556,8.271,11.111,13.826,14.583,13.826,11.281,8.271,5.556,1.018,0,0.17,0.339,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0.17,1.586
1.211,0,0,0,0,0.347,0,0,0,0,0,0.347,0,2.711,5.556,8.267,11.111,12.095,16.667,14.17,11.111,8.267,2.083,2.711,0.347,0.694,0,0,0.347,0,0,0,0,0,0,0,0,0,0,0.347,1.61
1.211,0,0,0,0,0.517,0,0,0,0,0,0.517,0,0,2.714,5.556,8.27,9.722,13.825,17.184,13.825,11.111,3.101,5.556,3.231,1.034,0,0,0.517,0,0,0,0,0,0,0,0,0,0,0.517,1.593
1.211,0,0,0,0,0.694,0,0,0,0,0,0.694,0,0,0,2.717,5.556,7.238,11.111,14.522,16.667,13.828,4.167,8.272,6.25,4.106,0,0,0.694,0,0,0,0,0,0,0,0,0,0,0.694,1.578
1.211,0,0,0,0,0.864,0,0,0,0,0,0.864,0,0,0,0,2.716,4.861,8.271,11.975,13.827,16.667,5.185,11.111,9.135,7.284,2.716,0,0.864,0,0,0,0,0,0,0,0,0,0,0.864,1.585
1.212,0,0,0,0,1.042,0,0,0,0,0,1.042,0,0,0,0,0,2.381,5.556,9.319,11.111,13.833,6.25,13.833,12.153,10.361,5.556,2.722,1.042,0,0,0,0,0,0,0,0,0,0,1.042,1.548
0.864,0,0,0,0,0.864,0,0,0,0,0,0.864,0,0,0,0,0,0,2.718,6.42,8.273,11.111,5.186,16.667,14.693,12.84,8.273,5.556,3.582,0,0,0,0,0,0,0,0,0,0,0.864,1.225
0.694,0,0,0,0,0.694,0,0,0,0,0,0.694,0,0,0,0,0,0,0,3.424,5.556,8.285,4.167,13.84,17.361,15.229,11.111,8.285,6.25,2.729,0,0,0,0,0,0,0,0,0,0.694,0.986
0.517,0,0,0,0,0.517,0,0,0,0,0,0.517,0,0,0,0,0,0,0,0.517,2.718,5.556,3.102,11.111,14.346,17.701,13.829,11.111,8.79,5.556,0,0,0,0,0,0,0,0,0,0.517,3.595
0.347,0,0,0,0,0.347,0,0,0,0,0,0.347,0,0,0,0,0,0,0,0.347,0,2.73,2.083,8.286,11.458,14.536,16.667,13.842,11.458,8.286,0,2.73,0,0,0,0,0,0,0,0.347,6.187
0.17,0,0,0,0,0.17,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.17,0,0,1.017,5.556,8.438,11.45,13.824,16.667,13.994,11.111,0,5.556,2.713,0,0,0,0,0,0,0.17,8.827
0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.724,5.556,8.28,11.111,13.836,16.667,13.836,0,8.28,5.556,2.384,0,0,0,0,0,0,11.602
0.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.706,5.556,8.262,11.111,13.817,16.667,0,11.111,8.262,4.861,2.706,0,0,0,0,0,14.593
0.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72,5.556,8.276,11.111,13.831,0,13.831,11.111,7.241,5.556,2.72,0,0,0,0,17.531
0.874,0,0,0,0,0.508,0,0,0,0,0,0.169,0.169,0,0,0,0,0,0,0,0,0,0,0,0.169,0,2.709,5.556,8.265,11.111,0,16.667,13.82,9.87,8.265,5.556,1.016,0,0,0.169,15.107
1.233,0,0,0,0,1.042,0,0,0,0,0,0.347,0.347,0,0,0,0,0,0,0,0,0,0,0,0.347,0,0,2.717,5.556,8.273,0,13.829,16.667,12.404,11.111,8.273,2.083,2.717,0,0.347,12.706
1.591,0,0,0,0,1.55,0,0,0,0,0,0.517,0.517,0,0,0,0,0,0,0,0,0,0,0,0.517,0,0,0,2.711,5.556,0,11.111,13.822,15.035,13.822,11.111,3.1,5.556,2.711,0.517,10.259
1.602,0,0,0,0,2.083,0,0,0,0,0,0.694,0.694,0,0,0,0,0,0,0,0,0,0,0,0.694,0,0,0,0,2.714,0,8.269,11.111,12.704,16.667,13.825,4.167,8.269,5.556,3.408,7.541
4.323,0,0,0,0,2.592,0,0,0,0,0,0.864,0.864,0,0,0,0,0,0,0,0,0,0,0,0.864,0,0,0,0,0,0,5.556,8.266,10.478,13.822,16.667,5.183,11.111,8.266,6.419,4.724
7.179,2.71,0,0,0,3.125,0,0,0,0,0,1.042,1.042,0,0,0,0,0,0,0,0,0,0,0,1.042,0,0,0,0,0,0,2.71,5.556,8.144,11.111,13.821,6.25,13.821,11.111,9.307,2.031
9.776,5.556,2.431,0,0,2.604,0,0,0,0,0,0.868,0.868,0,0,0,0,0,0,0,0,0,0,0,0.868,0,0,0,0,0,0,0,2.778,5.621,8.333,11.111,5.208,16.667,13.889,11.979,1.443
12.365,8.265,4.861,2.709,0,2.083,0,0,0,0,0,0.694,0.694,0,0,0,0,0,0,0,0,0,0,0,0.694,0,0,0,0,0,0,0,0,2.978,5.556,8.265,4.167,13.82,16.667,14.515,1.667
14.904,11.111,7.246,5.556,2.726,1.553,0,0,0,0,0,0.518,0.518,0,0,0,0,0,0,0,0,0,0,0,0.518,0,0,0,0,0,0,0,0,0.453,2.726,5.556,3.105,11.111,13.837,17.184,1.381
17.73,13.817,9.722,8.261,5.556,3.747,0,0,0,0,0,0.347,0.347,0,0,0,0,0,0,0,0,0,0,0,0.347,0,0,0,0,0,0,0,0,0.304,0,2.705,2.083,8.261,11.111,14.164,1.498
14.885,16.667,12.109,11.111,8.284,6.067,2.728,0,0,0,0,0.171,0.171,0,0,0,0,0,0,0,0,0,0,0,0.171,0,0,0,0,0,0,0,0,0.149,0,0,1.023,5.556,8.284,11.282,1.345
12.322,13.813,14.583,13.813,11.28,8.426,5.556,1.013,0,0,0,0.169,0.169,0,0,0.338,0,0,0,0,0,0,0,0,0.169,0,0,0,0,0,0,0,0,0,0,0,0,2.702,5.556,8.426,1.667
9.487,11.111,12.102,16.667,14.179,11.458,8.276,2.083,2.72,0,0,0.347,0.347,0,0,0.694,0,0,0,0,0,0,0,0,0.347,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72,5.903,1.557
6.766,8.249,9.722,13.805,17.182,14.321,11.111,3.094,5.556,2.694,0,0.516,0.516,0,0,1.031,0,0,0,0,0,0,0,0,0.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.209,1.714
3.939,5.556,7.247,11.111,14.532,17.361,13.838,4.167,8.282,5.556,2.727,0.694,0.694,0,0,1.389,0,0,0,0,0,0,0,0,0.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694,1.519
1.21,2.698,4.861,8.254,11.974,14.673,16.667,5.179,11.111,8.254,5.556,3.562,0.863,0,0,1.726,0,0,0,0,0,0,0,0,0.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863,1.686
1.215,0,0,0,0,0.174,0,0,0,0,0,0.174,2.778,5.556,8.333,11.111,13.889,14.583,13.889,11.285,8.333,5.556,1.042,0,0.174,0.347,0,0,0.174,0,0,0,0,0,0,0,0,0,0,0.174,1.215
